x,my_sin,math_sin,diff_sin,my_cos,math_cos,diff_cos,my_tan,math_tan,diff_tan
1.00,0.8414709848078937293180956658034119755030,0.8414709848078965048756572286947630345821,0.0000000000000027755575615628913510590792,0.5403023058681397650104827334871515631676,0.5403023058681397650104827334871515631676,0.0000000000000000000000000000000000000000,1.5574077246548969633010983670828863978386,1.5574077246549022923716165678342804312706,0.0000000000000053290705182007513940334320
2.00,0.9092974268256820424838338112749624997377,0.9092974268256817094169264237280003726482,0.0000000000000003330669073875469621270895,-0.4161468365471387431675509560591308400035,-0.4161468365471424069035322190757142379880,0.0000000000000036637359812630165833979845,-2.1850398632615388727629124332452192902565,-2.1850398632615188887484691804274916648865,0.0000000000000199840144432528177276253700
3.00,0.1411200080598677963905629439977928996086,0.1411200080598672135234750157906091772020,0.0000000000000005828670879282071837224066,-0.9899924966004393089846757902705576270819,-0.9899924966004454152113112286315299570560,0.0000000000000061062266354383609723299742,-0.1425465430742792749541081320785451680422,-0.1425465430742778039086005037461291067302,0.0000000000000014710455076283324160613120
4.00,-0.7568024953079269812050711152551230043173,-0.7568024953079282024503982029273174703121,0.0000000000000012212453270876721944659948,-0.6536436208636082767498010070994496345520,-0.6536436208636119404857822701160330325365,0.0000000000000036637359812630165833979845,1.1578212823495821481856182799674570560455,1.1578212823495774852489148543099872767925,0.0000000000000046629367034256574697792530
5.00,-0.9589242746631353453423685095913242548704,-0.9589242746631384539668374600296374410391,0.0000000000000031086244689504383131861687,0.2836621854632286887643033423955785110593,0.2836621854632262462736491670511895790696,0.0000000000000024424906541753443889319897,-3.3805150062465458837834830774227157235146,-3.3805150062465858518123695830581709742546,0.0000000000000399680288865056354552507401
6.00,-0.2794154981989337427350506004586350172758,-0.2794154981989258601515757618471980094910,0.0000000000000078825834748386114370077848,0.9601702866503715183554845680191647261381,0.9601702866503659672403614422364626079798,0.0000000000000055511151231257827021181583,-0.2910061913847556969159313666750676929951,-0.2910061913847491466000860782514791935682,0.0000000000000065503158452884235884994268
7.00,0.6569865987187945011172018894285429269075,0.6569865987187890610243812261614948511124,0.0000000000000054400928206632670480757952,0.7539022543432977174759912486479151993990,0.7539022543433046008587439246184658259153,0.0000000000000068833827526759705506265163,0.8714479827243338805331518415187019854784,0.8714479827243187815000169393897522240877,0.0000000000000150990331349021289497613907
8.00,0.9893582466233800110089191548468079417944,0.9893582466233817873657585550972726196051,0.0000000000000017763568394002504646778107,-0.1455000338086182010144398191187065094709,-0.1455000338086135380777363934612367302179,0.0000000000000046629367034256574697792530,-6.7997114552201480819348944351077079772949,-6.7997114552203790083240164676681160926819,0.0000000000002309263891220325604081153870
9.00,0.4121184852417519306477800000720890238881,0.4121184852417565935844834257295588031411,0.0000000000000046629367034256574697792530,-0.9111302618846863765611487906426191329956,-0.9111302618846769396654394768120255321264,0.0000000000000094368957093138305936008692,-0.4523156594418000775448263084399513900280,-0.4523156594418098475074430098175071179867,0.0000000000000097699626167013775557279587
10.00,-0.5440211108893724389901080940035171806812,-0.5440211108893697744548489936278201639652,0.0000000000000026645352591003756970167160,-0.8390715290764519940225341088080313056707,-0.8390715290764524381117439588706474751234,0.0000000000000004440892098500626161694527,0.6483608274590901832112876945757307112217,0.6483608274590866304976088940748013556004,0.0000000000000035527136788005009293556213
